;predicate;formula;frequency;closest_solution;solution_distance
26;this/inv8;(Exit in (Entry . (* (Track <: succs))));15;(all ref0:(one Entry)|(Exit in (ref0 . (* (Track <: succs)))));3
27;this/inv5;(all ref0:(one Track),ref1:(one Track),ref2:(one Track)|((! disj[ref0,ref1,ref2]) || (((ref0 in (ref1 . (^ (Track <: succs)))) && (ref0 in (ref2 . (^ (Track <: succs))))) => (ref0 in Junction))));15;((all ref0:(one Track),ref1:(one Track),ref2:(one Track)|((! disj[ref1,ref2]) || (((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs)))) => (ref0 in Junction)))) && (all ref3:(one Junction)|((# ((Track <: succs) . ref3)) > 1)));17
28;this/inv5;(all ref0:(one Track)|((some ((Track <: succs) . ref0)) => (ref0 in Junction)));14;(all ref0:(one Track)|((! (lone ((Track <: succs) . ref0))) <=> (ref0 in Junction)));7
29;this/inv3;(all ref0:(one Exit),ref1:(one Track)|((ref0 -> ref1) !in (Track <: succs)));14;(all ref0:(one Track)|((all ref1:(one Track)|((ref0 -> ref1) !in (Track <: succs))) <=> (ref0 in Exit)));8
30;this/inv8;(Exit in (Entry . (^ (Track <: succs))));14;(all ref0:(one Entry)|(Exit in (ref0 . (* (Track <: succs)))));5
31;this/inv6;(all ref0:(one Entry)|(Speed in (ref0 . (Track <: signals))));14;(all ref0:(one Entry)|(some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));5
32;this/inv9;(all ref0:(one Track)|((Junction !in (ref0 . (Track <: succs))) => (Semaphore !in (ref0 . (Track <: signals)))));13;(all ref0:(one Track)|((all ref1:(one Junction)|(ref1 !in (ref0 . (Track <: succs)))) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals))))));8
33;this/inv3;(all ref0:(one Exit)|(no (ref0 . (^ (Track <: succs)))));12;(all ref0:(one Track)|((no (ref0 . (^ (Track <: succs)))) <=> (ref0 in Exit)));6
34;this/inv9;(all ref0:(one Junction),ref1:(one Track)|((ref0 !in (ref1 . (Track <: succs))) => (all ref2:(one Semaphore)|(ref2 !in (ref1 . (Track <: signals))))));12;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));10
35;this/inv1;(all ref0:(one Track)|(some ref1:(one Entry),ref2:(one Exit)|((ref1 in (ref0 . (Track <: succs))) && (ref2 in (ref0 . (Track <: succs))))));12;(some ref0:(one Track)|((some ref1:(one Track)|(ref1 in Exit)) && (ref0 in Entry)));13
36;this/inv3;(all ref0:(one Track)|((Exit in ref0) => (no (ref0 . (Track <: succs)))));12;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));10
37;this/inv1;((lone Entry) && (lone Exit));11;((some Entry) && (some Exit));4
38;this/inv2;(all ref0:(one Signal)|(some ref1:(one Track)|(ref0 in (ref1 . (Track <: signals)))));11;(all ref0:(one Signal)|(one ref1:(one Track)|(ref0 in (ref1 . (Track <: signals)))));4
39;this/inv4;(all ref0:(one Entry)|(no ((Track <: succs) . ref0)));11;(Entry = {ref0:(one Track)|(no ((Track <: succs) . ref0))});4
40;this/inv6;(all ref0:(one Entry)|(some (ref0 . (Track <: signals))));11;(all ref0:(one Entry)|(some ((ref0 . (Track <: signals)) & Speed)));4
41;this/inv6;(some ((Entry . (Track <: signals)) & Speed));11;(all ref0:(one Entry)|(some ((ref0 . (Track <: signals)) & Speed)));3
42;this/inv5;(all ref0:(one Junction)|(some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))));11;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));10
43;this/inv7;(all ref0:(one Track)|(ref0 !in (ref0 . (Track <: succs))));11;(all ref0:(one Track)|(ref0 !in (ref0 . (^ (Track <: succs)))));3
44;this/inv6;(all ref0:(one Entry)|(one ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));11;(all ref0:(one Entry)|(some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));4
45;this/inv4;(no ((Track <: succs) . Entry));10;(Entry = {ref0:(one Track)|(no ((Track <: succs) . ref0))});5
46;this/inv3;(all ref0:(one Exit)|(no ((Track <: succs) . ref0)));10;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));8
47;this/inv4;(all ref0:(one Entry)|(ref0 !in (Track . (Track <: succs))));10;(all ref0:(one Track)|((ref0 !in (Track . (Track <: succs))) <=> (ref0 in Entry)));6
48;this/inv3;(all ref0:(one Exit),ref1:(one Track)|(ref1 !in (ref0 . (Track <: succs))));9;(all ref0:(one Track)|((all ref1:(one Track)|(ref1 !in (ref0 . (Track <: succs)))) <=> (ref0 in Exit)));8
49;this/inv4;(all ref0:(one Track)|((ref0 in Entry) => (no ((Track <: succs) . ref0))));9;(Entry = {ref0:(one Track)|(no ((Track <: succs) . ref0))});6
50;this/inv1;(all ref0:(one Track)|((ref0 in Entry) && (ref0 in Exit)));9;((some ref0:(one Track)|(ref0 in Entry)) && (some ref1:(one Track)|(ref1 in Exit)));5
51;this/inv5;(all ref0:(one Track)|((ref0 in Junction) => ((# ((Track <: succs) . ref0)) > 1)));9;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));10
52;this/inv9;(all ref0:(one Junction),ref1:(one Track)|((! ((ref1 -> ref0) in (Track <: succs))) => (! (some ref2:(one Semaphore)|((ref1 -> ref2) in (Track <: signals))))));9;(all ref0:(one Track)|((! (some ref1:(one Junction)|((ref0 -> ref1) in (Track <: succs)))) => (! (some ref2:(one Semaphore)|((ref0 -> ref2) in (Track <: signals))))));10
53;this/inv3;(all ref0:(one Track)|((no ((Track <: succs) . ref0)) => (ref0 in Exit)));9;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));6
54;this/inv4;(all ref0:(one Track)|((no ((Track <: succs) . ref0)) => (ref0 in Entry)));8;(all ref0:(one Track)|((no ((Track <: succs) . ref0)) <=> (ref0 in Entry)));4
55;this/inv4;(all ref0:(one Track)|((ref0 in Entry) => (ref0 !in (Track . (Track <: succs)))));8;(Entry = (Track - (Track . (Track <: succs))));9
56;this/inv2;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|(((ref0 in (ref1 . (Track <: signals))) && (ref0 in (ref2 . (Track <: signals)))) => (ref1 = ref2)));8;((all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|(((ref0 in (ref1 . (Track <: signals))) && (ref0 in (ref2 . (Track <: signals)))) => (ref1 = ref2))) && (all ref3:(one Signal)|(some ref4:(one Track)|(ref3 in (ref4 . (Track <: signals))))));14
57;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) => (ref0 in Junction)));8;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));4
58;this/inv8;(all ref0:(one Entry)|(((ref0 . (^ (Track <: succs))) & Exit) = Exit));8;(all ref0:(one Entry)|(((ref0 + (ref0 . (^ (Track <: succs)))) & Exit) = Exit));4
59;this/inv10;(all ref0:(one Track)|(((ref0 . (Track <: succs)) in Junction) => (some ((ref0 . (Track <: signals)) & Semaphore))));8;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));4
60;this/inv8;(all ref0:(one Entry)|((ref0 . (^ (Track <: succs))) in Exit));8;(all ref0:(one Entry),ref1:(one (Exit - ref0))|(ref1 in (ref0 . (^ (Track <: succs)))));5
61;this/inv4;(all ref0:(one Track),ref1:(one Track)|((ref0 in Entry) => ((ref1 -> ref0) in (Track <: succs))));8;(all ref0:(one Track)|((! (ref0 in (Track . (Track <: succs)))) <=> (ref0 in Entry)));14
62;this/inv8;(all ref0:(one Entry),ref1:(one Exit)|(ref1 in (ref0 . (Track <: succs))));7;(all ref0:(one Entry),ref1:(one Exit)|(ref1 in (ref0 . (* (Track <: succs)))));5
63;this/inv9;(all ref0:(one Track)|(((ref0 . (Track <: succs)) !in Junction) => ((ref0 . (Track <: signals)) !in Semaphore)));7;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));6
64;this/inv8;(all ref0:(one Entry)|(some ref1:(one Exit)|(ref1 in (ref0 . (^ (Track <: succs))))));7;(all ref0:(one Entry),ref1:(one (Exit - ref0))|(ref1 in (ref0 . (^ (Track <: succs)))));4
65;this/inv4;(all ref0:(one Track),ref1:(one Track)|((ref0 !in (ref1 . (Track <: succs))) <=> (ref0 in Entry)));7;(all ref0:(one Track)|((all ref1:(one Track)|(ref0 !in (ref1 . (Track <: succs)))) <=> (ref0 in Entry)));4
66;this/inv5;(all ref0:(one Track)|(((# (ref0 & (Track . (Track <: succs)))) > 1) <=> (ref0 in Junction)));7;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));6
67;this/inv9;(all ref0:(one Junction),ref1:(one Semaphore),ref2:(one Track)|((ref0 !in (ref2 . (Track <: succs))) <=> (ref1 !in (ref2 . (Track <: signals)))));7;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));12
68;this/inv8;(all ref0:(one Exit)|(ref0 in (Entry . (^ (Track <: succs)))));7;(all ref0:(one Entry)|(Exit in (ref0 + (ref0 . (^ (Track <: succs))))));6
69;this/inv9;(all ref0:(one Track)|((no ((ref0 . (^ (Track <: succs))) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));7;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));3
70;this/inv10;(all ref0:(one Track)|(some ref1:(one Junction),ref2:(one Semaphore)|((ref1 in (ref0 . (Track <: succs))) => (ref2 in (ref0 . (Track <: signals))))));7;(all ref0:(one Track)|((some ref1:(one Junction)|(ref1 in (ref0 . (Track <: succs)))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));6
71;this/inv4;(all ref0:(one Track)|((no (ref0 . (^ (Track <: succs)))) <=> (ref0 in Entry)));7;(all ref0:(one Track)|((no (ref0 . (~ (Track <: succs)))) <=> (ref0 in Entry)));4
72;this/inv3;(all ref0:(one univ)|(((no (ref0 . (Track <: succs))) && (ref0 in Track)) => (ref0 in Exit)));7;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));8
73;this/inv1;((some ref0:(one Track)|(ref0 = Entry)) && (some ref1:(one Track)|(ref1 = Exit)));7;((some ref0:(one Track)|(ref0 in Entry)) && (some ref1:(one Track)|(ref1 in Exit)));8
74;this/inv3;(all ref0:(one (Exit & Track))|(no (ref0 . (Track <: succs))));6;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));6
75;this/inv5;(all ref0:(one Junction)|((# ((Track <: succs) . ref0)) > 1));6;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));6
76;this/inv4;(all ref0:(one Entry),ref1:(one Track)|(ref0 !in (ref1 . (^ (Track <: succs)))));6;(all ref0:(one Track)|((all ref1:(one Track)|(ref0 !in (ref1 . (Track <: succs)))) <=> (ref0 in Entry)));9
77;this/inv6;(all ref0:(one Track)|((ref0 in Entry) => (Speed in (ref0 . (Track <: signals)))));6;(all ref0:(one Track)|((ref0 in Entry) => (some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals))))));5
78;this/inv6;(all ref0:(one Speed),ref1:(one Track)|((ref1 in Entry) => (ref0 in (ref1 . (Track <: signals)))));6;(all ref0:(one Track)|(some ref1:(one Speed)|((ref0 in Entry) => ((ref0 -> ref1) in (Track <: signals)))));8
79;this/inv5;(all ref0:(one Track)|(some ref1:(one Track),ref2:(one Track)|((((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs)))) <=> (ref0 in Junction)) && disj[ref1,ref2])));6;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));13
80;this/inv5;(all ref0:(one Track),ref1:(one Track),ref2:(one Track)|(((ref0 in ((ref1 . (Track <: succs)) & (ref1 . (Track <: succs)))) && (ref1 != ref2)) <=> (ref0 in Junction)));6;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));13
81;this/inv1;(all ref0:(one Track)|((some ((ref0 . (Track <: succs)) & Entry)) && (some ((ref0 . (Track <: succs)) & Exit))));6;((some (Entry & Track)) && (some (Exit & Track)));9
82;this/inv3;(all ref0:(one Track)|((none = (ref0 . (Track <: succs))) => (ref0 in Exit)));6;(all ref0:(one Track)|((none = (ref0 . (Track <: succs))) <=> (ref0 in Exit)));4
83;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => ((# (ref0 . (Track <: succs))) = 0)));6;(all ref0:(one Track)|((ref0 !in Exit) <=> (some (ref0 . (Track <: succs)))));10
84;this/inv9;(all ref0:(one Junction),ref1:(one Semaphore),ref2:(one Track)|((ref0 !in (ref2 . (^ (Track <: succs)))) => (ref1 !in (ref2 . (Track <: signals)))));6;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));11
85;this/inv3;(all ref0:(one Track),ref1:(one (Track - ref0))|((ref0 in Entry) => ((ref0 -> ref1) in (Track <: succs))));6;(all ref0:(one Track)|(((ref0 . (Track <: succs)) in none) <=> (ref0 in Exit)));13
86;this/inv3;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (Exit in ref0)));6;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));6
87;this/inv5;(all ref0:(one Junction)|(some ((Track <: succs) . ref0)));6;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});7
88;this/inv4;(all ref0:(one Entry)|(no (ref0 . (^ (Track <: succs)))));6;(Entry = {ref0:(one Track)|(no ((Track <: succs) . ref0))});7
89;this/inv1;(all ref0:(one Track)|((some Entry) && (some Exit)));5;((some Entry) && (some Exit));1
90;this/inv1;(all ref0:(one Track)|((ref0 in Entry) || (ref0 in Exit)));5;((some ref0:(one Track)|(ref0 in Entry)) && (some ref1:(one Track)|(ref1 in Exit)));7
91;this/inv1;(all ref0:(one Track)|((one Entry) && (one Exit)));5;((some Entry) && (some Exit));5
92;this/inv3;((no (Exit . (Track <: signals))) && (no (Exit . (Track <: succs))));5;((all ref0:(one (Track - Exit))|(some (ref0 . (Track <: succs)))) && (no (Exit . (Track <: succs))));7
93;this/inv3;(no (Exit & (Track . (Track <: succs))));5;(Exit = (Track - (Track . (~ (Track <: succs)))));6
94;this/inv4;(no (Entry & (Track . (Track <: succs))));5;(Entry = (Track - (Track . (Track <: succs))));5
95;this/inv5;(all ref0:(one Track)|((ref0 in Junction) => ((# (ref0 . (Track <: succs))) > 1)));5;(all ref0:(one Track)|(((# (ref0 . (~ (Track <: succs)))) > 1) <=> (ref0 in Junction)));11
96;this/inv3;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 = Exit)));5;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));6
97;this/inv6;(all ref0:(one Track)|(some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));5;(all ref0:(one Entry)|(some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));4
98;this/inv4;(all ref0:(one Track),ref1:(one Track)|(((ref1 -> ref0) !in (Track <: succs)) => (ref0 in Entry)));5;(all ref0:(one Track)|((all ref1:(one Track)|((ref1 -> ref0) !in (Track <: succs))) <=> (ref0 in Entry)));6
99;this/inv3;(no ((Track <: succs) . Exit));5;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));7
100;this/inv9;(all ref0:(one Semaphore),ref1:(one Track)|(((ref1 . (Track <: succs)) !in Junction) => (ref0 !in (ref1 . (Track <: signals)))));5;(all ref0:(one Semaphore),ref1:(one Track)|((no ((ref1 . (Track <: succs)) & Junction)) => (ref0 !in (ref1 . (Track <: signals)))));7
101;this/inv10;(all ref0:(one Track)|(some ref1:(one Junction)|((ref1 in (ref0 . (Track <: succs))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals)))))));5;(all ref0:(one Track)|((some ref1:(one Junction)|(ref1 in (ref0 . (Track <: succs)))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));6
102;this/inv1;(all ref0:(one Track)|(some ref1:(one Entry),ref2:(one Exit)|((ref1 in ref0) && (ref2 in ref0))));5;(some ref0:(one Track)|((some ref1:(one Track)|(ref1 in Exit)) && (ref0 in Entry)));9
103;this/inv9;(all ref0:(one Track)|((no ((ref0 . (Track <: signals)) & Semaphore)) <=> (no ((ref0 . (Track <: succs)) & Junction))));5;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));12
104;this/inv7;(all ref0:(one Track)|(no (ref0 & (ref0 . (Track <: succs)))));5;(all ref0:(one Track)|(no (ref0 & (ref0 . (^ (Track <: succs))))));3
105;this/inv9;(all ref0:(one Track),ref1:(one Track)|(((ref1 !in (ref0 . (Track <: succs))) && (ref1 in Junction)) => (no ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));5;(all ref0:(one Track)|((all ref1:(one Junction)|(ref1 !in (ref0 . (Track <: succs)))) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals))))));12
106;this/inv6;(all ref0:(one Entry),ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals))));5;(all ref0:(one Entry)|(some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals)))));4
107;this/inv10;(all ref0:(one Track)|(((ref0 . (Track <: succs)) in Junction) => (some ref1:(one Semaphore)|(ref1 in (ref0 . (Track <: signals))))));5;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (ref0 in ((Track <: signals) . Semaphore))));9
108;this/inv10;(all ref0:(one Track)|((Junction in (ref0 . (Track <: succs))) => (Semaphore in (ref0 . (Track <: signals)))));5;(all ref0:(one Track)|((some ref1:(one Junction)|(ref1 in (ref0 . (Track <: succs)))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));8
109;this/inv8;(all ref0:(one Entry),ref1:(one Exit)|((ref0 != ref1) && (ref1 in (ref0 . (^ (Track <: succs))))));5;(all ref0:(one Entry),ref1:(one Exit)|((ref0 != ref1) => (ref1 in (ref0 . (^ (Track <: succs))))));6
110;this/inv5;(all ref0:(one Track)|(((# ((^ (Track <: succs)) . ref0)) > 1) <=> (ref0 in Junction)));5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));3
111;this/inv8;(((Entry . (^ (Track <: succs))) & Exit) = Exit);5;(all ref0:(one Entry)|(((ref0 + (ref0 . (^ (Track <: succs)))) & Exit) = Exit));5
112;this/inv6;(all ref0:(one Track)|((ref0 in Entry) => (some (ref0 . (Track <: signals)))));5;(all ref0:(one Track)|((ref0 in Entry) => (some ((ref0 . (Track <: signals)) & Speed))));4
113;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => (no ((Track <: succs) . ref0))));5;(Exit = (Track - ((Track <: succs) . Track)));10
114;this/inv10;(all ref0:(one Track)|((some (((Track <: succs) . ref0) & Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));5;(all ref0:(one Track)|((some ((ref0 . (Track <: succs)) & Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));4
115;this/inv3;(all ref0:(one univ)|(((no (ref0 . (^ (Track <: succs)))) && (ref0 in Track)) => (ref0 in Exit)));5;(all ref0:(one Track)|((no (ref0 . (^ (Track <: succs)))) <=> (ref0 in Exit)));8
116;this/inv5;(all ref0:(one Track)|((ref0 in Junction) => (some ((Track <: succs) . ref0))));5;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});9
117;this/inv3;(all ref0:(one Exit)|((ref0 in Track) => (no (ref0 . (Track <: succs)))));5;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));10
118;this/inv1;((all ref0:(one Track)|(some ref1:(one Entry)|((ref1 -> ref0) in (Track <: succs)))) && (all ref2:(one Track)|(one ref3:(one Exit)|((ref2 -> ref3) in (Track <: succs)))));5;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) && (ref1 in Track)));16
119;this/inv3;(all ref0:(one Track)|((ref0 = Exit) => (no (ref0 . (Track <: succs)))));5;(all ref0:(one Track)|((ref0 !in Exit) <=> (some (ref0 . (Track <: succs)))));8
120;this/inv9;(all ref0:(one Track)|(some ref1:(one Track)|((((ref0 -> ref1) in (Track <: succs)) && (ref1 !in Junction)) => (all ref2:(one Semaphore)|((ref0 -> ref2) !in (Track <: signals))))));5;(all ref0:(one Track)|((! (some ref1:(one Junction)|((ref0 -> ref1) in (Track <: succs)))) => (! (some ref2:(one Semaphore)|((ref0 -> ref2) in (Track <: signals))))));14
121;this/inv5;(all ref0:(one Track)|((1 < (# ((^ (Track <: succs)) . ref0))) <=> (ref0 in Junction)));5;(all ref0:(one Track)|((2 < (# ((Track <: succs) . ref0))) <=> (ref0 in Junction)));3
122;this/inv1;((some (Entry & Junction)) && (some (Exit & Junction)));5;((some (Entry & Track)) && (some (Exit & Track)));4
123;this/inv5;(all ref0:(one Track)|(((# (ref0 . (Track <: succs))) > 1) <=> (ref0 in Junction)));5;(all ref0:(one Track)|(((# (ref0 . (~ (Track <: succs)))) > 1) <=> (ref0 in Junction)));3
124;this/inv8;((all ref0:(one Entry)|(Exit in (ref0 . (^ (Track <: succs))))) && (no Semaphore) && (no Signal) && (no Speed));5;(all ref0:(one Entry)|(Exit in (ref0 . (* (Track <: succs)))));11
125;this/inv10;(all ref0:(one Track)|(some ref1:(one Track)|(((one (ref1 & Junction)) && (ref1 in (ref0 . (Track <: succs)))) => (Semaphore in (ref0 . (Track <: signals))))));5;(all ref0:(one Track),ref1:(one Track)|(((one (ref1 & Junction)) && (ref1 in (ref0 . (Track <: succs)))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));7
126;this/inv2;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: signals))) => (ref0 !in (ref2 . (Track <: signals)))));4;(all ref0:(one Signal)|(one ref1:(one Track)|(ref0 in (ref1 . (Track <: signals)))));11
127;this/inv3;(all ref0:(one Track),ref1:(one (Track - ref0))|(((ref0 -> ref1) !in (Track <: succs)) => (ref0 in Exit)));4;(all ref0:(one Track)|((all ref1:(one Track)|((ref0 -> ref1) !in (Track <: succs))) <=> (ref0 in Exit)));6
128;this/inv3;(all ref0:(one Track)|((ref0 !in (ref0 . (Track <: succs))) => (ref0 in Exit)));4;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));7
129;this/inv2;(all ref0:(one Signal)|(lone ((Track <: signals) . ref0)));4;(all ref0:(one Signal)|(one ((Track <: signals) . ref0)));4
